,0,1,2,3,4,5,6,7,8
36,Apartment for Rent at Colombo 3 (1036 B/1),28 Jun  9:52 am,"Colombo 3, Colombo","275,000",First Floor available with Three Bedroomsand Three attached Bathrooms 2000 sqft ,LAND SIDE,3,3,"2,000 sqft"
37,3BR Apartment | Colombo 03 - Emperor Residencies For Rent, 8 Jul  1:02 pm,"Colombo 3, Colombo","400,000",3 bedrooms and 2 bathrooms maids room and toilet 1650 sqft ,Gall Road Colombo 3,3,2,"1,650 sqft"
38,2 Bedroom Luxury Furnished Apartment for Rent in Monarch Col 3,24 Jun  1:55 am,"Colombo 3, Colombo","363,120",STRICTLY NO AGENT PLS.,"Monarch Luxury Apartment, Colombo 3",2,2,"1,150 sqft"
39,Apartment for Rent in Colombo 3 (1024B),20 Jun  1:31 pm,"Colombo 3, Colombo","350,000",Two bedrooms and two bathrooms (one attached and one common bathrooms)1200 square feet,CRESCAT RESIDENCIES,2,2,"1,200 sqft"
40,3 Room Apartment for Short and Long Stay - Colombo 03 (apt0075),19 Jul 10:48 am,"Colombo 3, Colombo","185,000","This 3 Room Apartment is located very close to Galle Rd in Colombo 3. It’s just few minutes walking distance to the beach and all the amenities including banks, restaurants and shopping. The Central Business District, Kollupitya Market, Liberty Plaza, Majestic City, Galle Face, Fort and Vihara Maha Devi Park all are 5 mins drive from the apartment. This Apartment is located in a very Prime Location.■ 3 Rooms, 1 Attached & 1 Common Bathroom.■ Living and Dining Area. ■ Fully Air conditioned & Fully Air Conditioned.■ 24 Hours Security and Parking. ■ Short and Long Stays.■ Daily - Rs 7,500+ Electrcity. ■ Long Term - Rs 185,000/month+Bills.Call/Whatsapp/Viber us for more info/to reserve.AKARA APARTMENTS.-Serviced Apartments-Sales & Rental-Property Management.44, Lorenze Rd, Colombo 4.",13 th  Kolupitiya Colombo 03,3,3,"1,400 sqft"
41,Colombo 03 Astoria 3BR Apartment For Rent, 2 Jul  4:16 pm,"Colombo 3, Colombo","300,000",02 Bedrooms 01 Study Room03 Bathrooms 1200 Square FeetFully Furnished 24 Hours Security GymnasiumSquash CourtSauna And Steam Room AvailableSwimming Pool And Club House Will Be Available By Next Year March,"Duplication Road, Colombo 3",3,3,"1,200 sqft"
42,Colombo 3 Shangrila 2BR Apartment For Rent,18 Jun 12:23 pm,"Colombo 3, Colombo","370,000",02 Bedrooms 02 Bathrooms1500 Square FeetUnfurnished Swimming Pool and GYM Available East Tower Sea and City View ,"Galle Road, Colombo 3",2,2,"1,500 sqft"
43,Luxury Apartment.,13 Jun  4:48 pm,"Colombo 3, Colombo","414,000",* For yearly or Six month Lease charge is Usd 2100 per month.Excluding water/Electricity bills.,"Monarch Residencies,13 Flr, Colombo 03, sri lanka.",2,2,"1,200 sqft"
44,3 Br Apartment for Rent in Colombo,12 Jun  2:57 pm,"Colombo 3, Colombo","90,000",An ideal location first floor apartment is for rent at 8th Lane. Tiled and Eco Friendly Painted interior  with two air conditioned rooms and a spaces living room. A garage is situated in the basement and ample parking outside with secure surroundings.Modern bathroom fittings/Hot Water/ Separate Electricity/Water/Peo TV ConnectionsIdeal for a family/office or a tourist base business. 6 month advance3 month deposit2 year agreement,"25 1/2 C, 8th Lane, Colombo 3",3,2,"2,000 sqft"
45,Apartment for Rent in - Colombo 03,12 Jun 11:16 am,"Colombo 3, Colombo","130,000",Fully Furnished and Fully Air Conditioned Appartment for Monthly Rent at Colombo 03.,Sea avenue,2,2,"1,100 sqft"
46,Luxury Furnished Apartment for Rent - Col 3,26 Jun  7:25 am,"Colombo 3, Colombo","220,000",6th floorSea View1750sqft3 Bedroom3 WashroomMaids room & washroomFully Furnished,"156/10, Galle Road, Colombo 03",3,4,"1,750 sqft"
47,Furnished3 Room Apartment in Colombo 3,19 Jul 11:38 am,"Colombo 3, Colombo","185,000","This 3 Room Apartment is located very close to Galle Rd in Colombo 3. It’s just few minutes walking distance to the beach  and all the amenities including banks, restaurants and shopping. The Central Business District, Kollupitya Market, Liberty Plaza, Majestic City, Galle Face, Fort and Vihara Maha Devi Park all are 5 mins drive from the apartment. This Apartment is located in a very Prime Location.","13th Lane, Colombo 3",3,2,"1,450 sqft"
48,3 Bedroom Apartment with A Sea View Colombo-03, 9 Jun  8:56 pm,"Colombo 3, Colombo","160,000",3 bedroom apartment with a sea view,"Aloe Avenue, Colombo-03",3,2,"1,066 sqft"
49,Apartment for Rent in Colombo 03, 7 Jun  2:16 pm,"Colombo 3, Colombo","175,000","Fully Furnished Apartment for rentMaster bedroom with attached bath and balconyOther two rooms with common bathSitting area with balcony, Dining area, Kitchen and pantry,laundry area and servant's bath","St. Micheal's Apartment, Alfred House Garden, Colombo 03",3,2,"1,500 sqft"
50,Apartment for Rent in Colombo 3, 7 Jun 12:02 pm,"Colombo 3, Colombo","260,000",Apartment for rent in Colombo 3,4,3,"1,700 sqft",
51,Apartment for Rent in Colombo 3, 7 Jun 12:01 pm,"Colombo 3, Colombo","240,000",Apartment fro rent in Colombo 3,3,2,"1,700 sqft",
52,Apartment For Rent - Colombo 3, 6 Jun 10:33 am,"Colombo 3, Colombo","130,000","The apartment is located in the highly residential/ commercial area from where Malls( Marino Mall), fast food joints and supermarkets are just around the corner. This is a semi private road, which is 30 feet wide and ample parking space available on the road.The furnished apartment is located on the 2nd floor of the residence, and has a separate entrance with stair access.All Doors and windows are designed in a charm manner and made from Teak. The wooden ceiling compliments the cement rented floors.The master bed room is above 500 square feet with a private balcony. Currently this room contains a queen size bed and a single bed, a bean bag, a foldable lying chair, wall mounted 32 inch smart TV, dressing table, wardrobe, a working desk and a cloth hanger. The room has a 24,000 BTU Air-condition, 2 ceiling fans and a wall fan. The attached bathroom consists of Water closet, sink and tub with shower with glass separation. The Small room consists of Queen Size bed, portable wardrobe, a working table and a tall mirror. The is equipped with a 9,000 BTU Air-condition and a ceiling fan. The attached bathroom consists of a Western Closet, Sink and a Rain/Hand shower cubicle.The living room consists of a sofa (Sofa bed), coffee table, 2 arm chairs and an elegant foldable dining table and a ceiling fan.The kitchen consists of a 4 burner stove with an electric oven, a fully equipped pantry, automated washing machine a fridge and a wall mounted fan.",Lower Bagathele Road Colombo 3,2,2,"1,100 sqft"
53,Single BR Penthouse apartment Rent Col3, 5 Jun  2:45 pm,"Colombo 3, Colombo","115,000","This apartment has a direct sea view from the master bedroom, Sitting & dinning area,&  the pantry area. Common facilities. •	24 hours security •	Swimming pool •	Gym •	Roof top garden",1,1,"1,140 sqft",
54,Apartments for Rent Colombo 3,27 Jun  9:38 am,"Colombo 3, Colombo","80,000",Apartment In Colombo 09/10 (Furnished),Colombo 3,2,2,900 sqft
55,"Colombo 3, Brand New Apartments for Rent",17 Jul 12:20 pm,"Colombo 3, Colombo","225,000","Col TG Jayawardena Mawatha , Colombo 03.Brand new Apartments 11 apartments on Rent ( without Furniture )24 hours security and parking available. ","Col TG Jayawardena mw, , Colombo 3",4,3,"1,950 sqft"
56,Seylan Residencies in Colombo 3,29 May  9:02 am,"Colombo 3, Colombo","400,000","Seylan Residencies, located at No. 90, Galle Road, Colombo 03 is in the Heart of Colombo, in very close proximity to Colombo Fort, Galle Face green and with charming & undisturbed sea view.","90, Galle Road, Colombo 3",3,4,"2,600 sqft"
57,2 Bedroom Luxury Apartment for Rent in Monarch Colombo 03,24 May  1:28 am,"Colombo 3, Colombo","346,161",STRICTLY NO AGENT PLEASE.,"MONARCH LUXURY APARTMENT, COLOMBO 3",2,3,"1,450 sqft"
58,Apartment for Lease in Colombo 3, 6 Jun  2:06 pm,"Colombo 3, Colombo","100,000","3 Rooms 2 Bath seperate living dining and Kitchen, Upstaur apartment of a 2 storeyed house available for rent preferablly for foreigners.Seperate entrance, seperate electricity meter and one car park.Residential area with walking distance to malls, supermarkets, schools, restairants, beach, etc,.Previously occupied by foreigners throughout.",ALFRED PLACE,3,2,"2,000 sqft"
