,0,1,2,3,4,5,6,7,8
11,Luxury Apartment in Mount Villa,25 Jul  2:16 pm,"Mount Lavinia, Colombo","21,900,000","Floor No - 1st Floor.Unit  No  - A•	Whether you want to be a short walk away from the beach or the heart of the city, we have the Vesta apartment for you..2Bathroom3Bedrooms1 SlotCar Park1270Area (Sq.Ft)Wall tiledNon slippery floor tilesWaterproof doorProvision for hot water geyserInternational standard sanitary wares and fittings","Mount Lavinia, Beach Road, No 04.",3,2,"1,270 sqft"
12,Luxury Apartment for Sale - Kundasale,25 Jul  2:15 pm,"Kundasale, Kandy","15,600,000","Luxury apartment for sale in PallekeleLocated near Provincial Government building 30 minutes to Kandy2km to ICC ground- Pallekele1km to Mahamewnawa meditation center Ground floor unit 1176 soft Unfurnished 3 bedrooms 2 bathrooms PantryFront and rear garden space Common spaceSecurity guard Common facilities- pool, gym, club house, reserved car park slotsPrice negotiable Call Lakbima Brokers for more info",3,2,"1,176 sqft",
13,Luxury Apartment in Dehiwala,22 Jul  5:15 pm,"Dehiwala, Colombo","20,100,000","OWN YOUR OWN HOME AT PEACEFUL LIVING HEART OF DEHIWELA,,,,,,,,,,,,,,,,,,,,COMPLETION DATE 2019 DECEMBER,,,,,,,,,,,,FULLY INSTALLMENT PAYMENT METHOD, FULLY LUXURY TYPE OF APARTMENT, ROOFTOP, GENERATOR, VISITORS LOBBY, CAR PARK, TWO LIFT, 24 HRS SECURITY, MAID ROOM AND BATH AND MORE,,,,","PETERS LANE, DEHIWELA",3,3,"1,340 sqft"
14,Luxury Apartment - Colombo 6,13 Jul  1:36 pm,"Colombo 6, Colombo","20,700,000","OWN YOUR OWN HOME AT PEACEFUL LIVING HEART OF WELLAWATTA, BOOKING OPEN !!!!!!!!!!!!!!!!!! HURRY UP FOR YOUR BOOKING,SPECIAL DISCOUNT AVAILABLE ,,,,,,,,24 HRS SECURITY, FULLY LUXURY TYPE GYM, ROOFTOP, GENERATOR, FULLY LUXURY TYPE OF APARTMENT, INSTALLMENT PAYMENT METHOD, VISITORS LOBBY, TWO LIFT, CAR PARK,,,,,,, 2021 COMPLETION AND MORE,,,,,,,,,","WELLAWATTA , COLOMBO 6",2,2,900 sqft
15,Luxury Living In Mount lavinia,25 Jul  1:38 pm,"Mount Lavinia, Colombo","21,900,000","Floor No - 1st Floor Unit No  - A•	Whether you want to be a short walk away from the beach or the heart of the city, we have the Vesta apartment for you","4 , Beach Road , Mount Lavinia.",3,2,"1,270 sqft"
16,Luxury Apartments for Sale in Colombo 6,25 Jul  1:31 pm,"Colombo 6, Colombo","31,500,000",Floor No - 3rd Floor.Unit No  - C•	•	The rooftop pool was just an added bonus,"32.Vivekananda Road, Col,06./SL",3,2,"1,245 sqft"
17,Luxury Apartment for Sale in Col 6,25 Jul  1:30 pm,"Colombo 6, Colombo","30,900,000",Floor No - 4th Floor.Unit No  - C•	•	The rooftop pool was just an added bonus,"32.Vivekananda Road, Col,06..",3,2,"1,245 sqft"
18,Colombo 6 Luxury Apartments with The Rooftop Pool,25 Jul  1:28 pm,"Colombo 6, Colombo","30,900,000",Floor No - 4th Floor.Unit No  - C•	•	The rooftop pool was just an added bonus,"32.Vivekananda Road, Col,06...",3,2,"1,245 sqft"
19,Luxury Apartments - Colombo 6,25 Jul  1:28 pm,"Colombo 6, Colombo","30,900,000",Floor No - 4th Floor.Unit No  - C•The rooftop pool was just an added bonus,"32.Vivekananda Road, Col,06..",3,2,"1,245 sqft"
20,Colombo 6 Apartments,25 Jul  1:25 pm,"Colombo 6, Colombo","31,900,000","Floor No - 2nd Floor.Unit No  - D•	'Vesta Homes', is a large luxurious beachfront apartments with spectacular sea views.","32.Vivekananda Road, Col,06",3,2,"1,315 sqft"
21,Apartment for Sale in Kotahena,18 Jul  1:11 pm,"Colombo 13, Colombo","14,500,000",New Apartment For Sale in Kotahena Alwis Place,2,2,840 sqft,
22,Luxury Apartment Dehiwala,23 Jul 12:46 pm,"Dehiwala, Colombo","24,500,000","HURRY UP DISCOUNT AVAILABLE !!!!!! 24 HRS SECURITY COMPLETION DATE 2020 DECEMBER,,,,,,,,,,,,FULLY INSTALLMENT PAYMENT METHOD, FULLY LUXURY TYPE OF APARTMENT, ROOFTOP, GENERATOR, VISITORS LOBBY, CAR PARK, TWO LIFT,MAID ROOM AND BATH, AND MORE,,,CALL ,,,,,,,,,,,,,,,,,,,,,",DE ALWIS PLACE DEHIWELA,4,4,"1,680 sqft"
23,Luxury 4 BR Apartment for Sale in Colombo,25 Jul  1:58 pm,"Colombo 4, Colombo","45,000,000","Castle Skyline Residencies,Colombo 04# Unfurnished# Sqft- 1724# Floor- 6th# Bedrooms- 3# Attached Bathrooms- 3# Servant Bathroom- 1# Property Type- Apartment # Facilities- 1 parking Slot, Lift, Generator,Fully Air condition,Large Living Space, 5 Sea view balconies, Kitchen with teak pantry & Servant Room with Separate Entrance.# Security- 24 Hrs",4,4,"1,724 sqft",
24,Brand New Apt sale- Col.6 Only 1 unit- Hurry Up,25 Jul 12:04 pm,"Colombo 6, Colombo","31,900,000",Construction completed and ready for occupation.,"No/ 36.IBC Rd, Colombo 06",3,2,"1,330 sqft"
25,Mt.Villa 3BR - 1st Floor Smart Apartment Mt.Lavinia,25 Jul 11:57 am,"Mount Lavinia, Colombo","25,900,000","LOCATION Vesta Mount Villa focus on the people wants to live in land in an elegant and peaceful atmosphere side and regular visit to beach. It is about forty minutes’ drive to the Colombo city Center, 1 hrs drive to the Katunayake International airport, 10 minutes drives to Ratmalana airport. It is very close to most of the towns in & around Colombo & the suburbs, from this location.From here easy access to St. Thomas College, Girls high school, international hotel school, Hejaaz international school and many other schools and vocational training centers. Also near to the beach, restaurants, the railway station, supermarkets, shopping malls, banks, places of worship, the post office the Mount Lavinia hotel and several other resort hotels & restaurants in this area. Etc.Address 	 - 04, Beach Road, Mount Lavinia.Status 	             - SaleProperty type   - Construction ApartmentCompletion  	- Dec 2019Asking price     - 25.9 Million LKRSqft                  - 1,485Deed                - Clear TitleFloor	        - 1st FloorBedrooms 	- 03Bathrooms 	- 02Servant room 	- NoServant washroom - NoParking 	       - 01 ( on request additional slot – T&C apply)","@4,Beach Road,Mt.Lavinia,Sri Lanka.",3,2,"1,485 sqft"
26,Completed Brand New Apartment for Sale - Mount Lavinia,14 Jul 11:19 am,"Mount Lavinia, Colombo","22,000,000","We Have Brand New Completed Apartments At Beach Road, Mount Lavinia At Very Affordable Prices.","11C Beach Road, Mount-Lavinia",3,2,"1,084 sqft"
27,"Apartment for Sale in Ratmalana,maliban Junction",25 Jul 11:00 am,"Ratmalana, Colombo","9,800,000","A gracefully proud construction that elegantly stands in ratmalana is another innovative project of Ken Tower.this residential apartment with five Stories,four units per floor has 20 homes altogether.Ken Tower is renowned for choosing locations within the heart of the city and thus,the location was chosen for the project of ratmalana.The apartment is in close proximity to banks,railway station,beaches,popular restaurants,bakeries,Arpico,cargills supermarkets,maliban junction.Within a short drive one can find the ratmalana airport and aviation centres.","15/1 Delgahawatta road,Ratmalana",2,2,780 sqft
28,Col 6 3 BR Superior Apartment,25 Jul 11:42 am,"Colombo 6, Colombo","30,900,000","No.32, Vivekananda Road, Colombo.06 is constructed with 8 Residential Floors, comprising 32 units and with 02 levels Carparks","32/,Vivekananda Rd,Colombo 6.",3,2,"1,245 sqft"
29,"Apartment for Sale in Ratmalana,maliban Junction",25 Jul 11:00 am,"Ratmalana, Colombo","9,800,000","A gracefully proud construction that elegantly stands in ratmalana is another innovative project of Ken Tower.this residential apartment with five Stories,four units per floor has 20 homes altogether.Ken Tower is renowned for choosing locations within the heart of the city and thus,the location was chosen for the project of ratmalana.The apartment is in close proximity to banks,railway station,beaches,popular restaurants,bakeries,Arpico,cargills supermarkets,maliban junction.Within a short drive one can find the ratmalana airport and aviation centres.","15/1 Delgahawatta road,Ratmalana",2,2,780 sqft
30,3BR Apartment for Sale in Colombo 03,21 Jul 11:04 am,"Colombo 3, Colombo","44,000,000","Convenience with a view! 3 bedrooms, 2 bathrooms, spacious (1635 sqft), 14th floor at St Michaels Apartment Building. Secure and convenient location. Uninterrupted sea and city views. Each room has a balcony. Maid's room, bathroom and laundry area. The apartment comes fully furnished (option). Urgent Sale. Price is negotiable.","Alfred House Gardens, Colombo 03",3,2,"1,635 sqft"
31,Col 6 3 Br 2nd Floor Superior Apartment.,25 Jul 11:40 am,"Colombo 6, Colombo","31,900,000","No.32, Vivekananda Road, Colombo.06 is constructed with 8 Residential Floors, comprising 32 units and with 02 levels Carparks","*32/,Vivekananda Rd,Col 6.Sri Lanka",3,2,"1,315 sqft"
32,Col 6 - 3 BR 5th Floor Apartment.,25 Jul 11:29 am,"Colombo 6, Colombo","32,500,000","A Testament to modern living, designed with convenience in mind, the seven stories Vesta Residencies architect ed with 20 spacious apartments along with two stories of car park allocated to benefit every home to have a parking slot.Construction completed and ready for occupation.","36),I.B.C,R'd,Colombo 06",3,2,"1,330 sqft"
33,Col 6 - 3 BR 2nd Floor Apartment,25 Jul 11:26 am,"Colombo 6, Colombo","31,900,000",Vesta ResidenciesConstruction completed and ready for occupation.,"36),I.B.C,R'd,Colombo 06",3,2,"1,330 sqft"
34,Col 6 - Residencies 3BR Apartment.,25 Jul 11:24 am,"Colombo 6, Colombo","33,900,000",Vesta ResidenciesConstruction completed and ready for occupation.,"36),IBC,Road,Colombo 06",3,2,"1,425 sqft"
35,Mt.Villa 3BR Apartment in Mt.Lavinia,25 Jul 11:06 am,"Mount Lavinia, Colombo","22,100,000","This is the latest project on offer from Vesta Group. We are a company committed to provide the best that can be offered to our customers in every project have undertaken so Far. With the experiences of two already completed landmark project which complies with issuing deeds on time while offering an excellent quality to our delighted customers, as well as two more ongoing project, one of which is nearing completion, we are going to make another proud address for us at the Beach Road in Mount lavinia. Vesta Group is fully equipped with a vastly capable team that includes qualified and well experienced architects, engineers and many other professionals. The successful projects we have completed are testament to our experience and the quality of construction.*********************************************Call Now!!!!!!!*********************************************1) Address         - No 4, Beach Road, Mount Lavinia.2) Property type - Brand New Apartment3) Deed              - Clear Title4) Floor               - 2nd   floor5) Parking            -1 slot 6) Other	    - Air-conditioned for master bed room, Hot Water,, Highly Residential Area, Fully Secured Place with CCTV backups, Peace full Environment and Neighborhood.24 units are in this Complex.","no.#4,Beach R'D,Mt.Lavinia.Sri Lanka.",3,2,"1,270 sqft"
36,Mt.Villa Apartments in Mt.Lavinia,25 Jul 11:04 am,"Mount Lavinia, Colombo","21,900,000","*********************************************Call Now!!!!!!!*********************************************1) Address         - No 4, Beach Road, Mount Lavinia.2) Property type - Brand New Apartment3) Deed              - Clear Title4) Floor               - 1st   floor5) Parking            -1 slot 6) Other	    - Air-conditioned for master bed room, Hot Water,, Highly Residential Area, Fully Secured Place with CCTV backups, Peace full Environment and Neighborhood.24 units are in this Complex.","no.4,Beach R'D,Mt.Lavinia.Sri Lanka.",3,2,"1,270 sqft"
37,Luxury Apartments in Pagoda,10 Jul  4:35 pm,"Nugegoda, Colombo","20,850,000","The high-rise complex at No 96, Pagoda Road in Kotte comprises of 60 well- appointed Luxury Apartments ranging from 905 Sq. Ft.- 1475 Sq. Ft with 02 and 03 bedrooms specifications. Some of the key features of these apartments are fully Air- Conditioned units, fibre optic connections ensuring high speed internet and HD TV, fully fitted German kitchens by Wellman, Marazzi Italian tiles, and high quality imported light and bathroom fittings. This Project comprises of a 15 storey tower with 04 floors of ample parking, and 10 floors of luxury living. The Roof top area nestling 02 infinity Swimming Pools (Adults/ Kids), Entertainment Lounge, and a Fully Equipped Gymnasium all add up to an undoubted reason as to why one should invest with ‘96 Residencies’. The starting price is slated at Rs. 18.5 million upwards.",pagoda,2,2,900 sqft
38,3 Bedroom Apartment - Dehiwala,25 Jul  9:43 am,"Dehiwala, Colombo","20,000,000","Apartment on 7th floor for sale on Hill Street. Three air-conditioned bedrooms with living and dining area, open kitchen with hob. Balconies all round, good location with covered car park, 24 hour security, roof terrace, gym and kids pool.Two elevators, Standby generator, garbage clearance. Vacant possession.",3,2,"1,303 sqft",
39,Luxury Apartment for Sale | Dehiwala,17 Jul 10:31 am,"Dehiwala, Colombo","25,000,000","The IVY complex is yet another stylish and unique apartment complex by NEMRA, which comprises of 28 modishly designed 3 BEDROOM APARTMENTS stretched in 7 floors.","Malwatta Road, Dehiwela",3,2,"1,468 sqft"
40,Apartment for Sale in Thalahena Battaramulla,25 Jul  9:05 am,"Battaramulla, Colombo","16,000,000",Apartment for Sale in Thalahena Battaramulla.,Thalahena Battaramulla,2,2,890 sqft
41,Brand New Apartment for Sale 4 Th Floor - Kiribathgoda,25 Jul  8:53 am,"Kiribathgoda, Gampaha","19,000,000",really a worth deal be hurry newly build up apartment .most floor of the building with great view .calm and quite entertainment and classy community very convenient and you can enjoy the life without loosing valuable time on the road .20 meters to kandy colombo main road .next to mahara sweet house .walking distance for main shopping malls .pizza hut .kfc.food cities very convenient as high way is going to connect to the whole country through kadawatha exit .at the location apartment build in 4 block each block contain 20 apartment . gymnasium .swimming pool .24 hours security .24 hours maintaining through cctv .parking slot available .vast garden space .please call for inspection and information.,"Kiribathgoda, Mahara, Prime Land",3,3,"1,200 sqft"
42,Three Bed Apartment for Sale in Rajagiriya [AS17],24 Jul  8:25 am,"Rajagiriya, Colombo","32,500,000","Brand new, three bedroom apartment for sale at Prime Splendour, Rajagiriya. Conveniently located on Rajagiriya Road, only 1.2 km from Cotta Road & Rajagiriya Flyover Junction. The apartment is located on a high floor level and offers spectacular views from the living area and all three bedrooms. ","Prime Splendour Residencies, Rajagiriya Road, Rajagiriya",3,2,"1,329 sqft"
43,Apartment for Sale in Prime Residencies - Edmonton,25 Jul  7:35 am,"Colombo 5, Colombo","45,000,000",Ref: C7-0035,Prime Residencies – Edmonton Road,3,3,"1,500 sqft"
44,Luxury | Apartment For Sale In Rajagiriya,25 Jul  4:15 am,"Rajagiriya, Colombo","48,000,000",Luxury | Apartment for sale @ Rajagiriya_____________________________________________ Floor Area -,Near Rajagiriya City Limit,3,2,"1,700 sqft"
45,Newly Built 3 Bed Room Apartment - Athurugiriya,23 Jul  6:10 pm,"Athurugiriya, Colombo","8,500,000","Newly Built, 3 bed room apartment in the 3rd Floor (02 Bathrooms & 01 attached bathroom in the master room) 1055 Sq Ft, FOR IMMEDIATE SALE1 Balcony AreaParking space available8.5 million Other Facilities available 1. Two Gymnasiums 2. Two multi-Purpose Halls3. Children’s Park4. Mini Market 5. Ample Parking for Visitors / residents 6. Two Swimming Pools 7. Jogging Track 8. Day Care Center9. 24h security",3,2,"1,055 sqft",
46,Apartment for Sale in - Minuwangoda,24 Jul  6:27 pm,"Minuwangoda, Gampaha","7,500,000",Apartment for sale in Minuwangoda===========================,2,1,860 sqft,
47,Luxury Apartment for Sale in Rajagiriya,24 Jul  5:04 pm,"Rajagiriya, Colombo","36,000,000","Luxury apartment for sale at Sky Gardens Rajagiriya. 15th floor apartment. Fully Furnished. 3 bedrooms and 3 bathrooms. Seperate servant's quarters and washroom. A/C and Hot water available. 2 car parking slots. Pool, Gym, Rooftop Garden and Function area. Cargills supermarket on the ground floor. Selling urgently. Cash buyers will be given a good discount.","Sky Gardens, Buthgamuwa Road, Rajagiriya.",3,3,"1,454 sqft"
48,Apartment for Sale in Mount Lavinia,24 Jul  5:37 pm,"Dehiwala, Colombo","20,000,000","Brand New ApartmentAll furniture and fittings includedThis is a model house type of an apartment You must see to believe how nice-------------------------------ROOMS...2 Bed rooms with imported Double Beds1 attached toilet with hot water & shower cubical1 common toilet with hot water & shower cubicalCarpeted floor for both roomsCustom made Aluminium wall cupboards in both roomsWall mounted TVs with local channels in both roomsWall mounted split type AC Units in both roomsWall mounted mirrors in both roomsFeature walls with nice wall paper in both rooms, Ceiling fans in both roomsLarge Windows with Light & Shade blinds in both rooms..All doors and windows tinted -----------------------------------LIVING ROOM...Imported Settee with wall mounted 55' smart TVDialog TV connectionWall mounted split type AC unit Imported dining table for 6 Green ivory feature wall / Tiled Floor Ceiling fanWall mounted hand painted artWindows with Light & Shade blinds..-----------------------------------------BALCONY...Garden furniture with green grass carpeted floorWashing Machine with piped lines ----------------------------------PANTRY...Fully equipped pantry with large refrigeratorMicrowave, Rice Cooker4 burner CookerWater Dispenser.-----------------------------------24 hours Security & Parking Facility.--------------------------2 minutes walk to Galle Road10 minutes walk to St Thomas College, Mt Lavinia5 minutes walk to beach and many restaurants 5 minutes walk to Church or Temple or Mosque 5 Minutes walk to Super market, 5 Minutes to Petrol station, 5 Minutes to Bakery and all day to day places-----------------------------------------------This is a ready to move-in cozy fully furnished comfortable Luxury apartment & probably the lowestselling price compared to all other apartments.","Nemra Apartment, Siripala Road, Mount Lavinia",2,2,875 sqft
49,Luxury Apartment Dehiwela,22 Jul  5:14 pm,"Dehiwala, Colombo","21,500,000","OWN YOUR OWN HOME AT PEACEFUL LIVING HEART OF DEHIWELA,,,,,,,,,,,,,,,,,,,,COMPLETION DATE 2020 DECEMBER,,,,,,,,,,,,FULLY INSTALLMENT PAYMENT METHOD, FULLY LUXURY TYPE OF APARTMENT, ROOFTOP, GENERATOR, VISITORS LOBBY, CAR PARK, TWO LIFT, 24 HRS SECURITY, MAID ROOM AND BATH AND MORE,,,,",DE ALWIS PLACE DEHIWELA,3,3,"1,440 sqft"
50,Brand New 3 BHK Apartment For Sale in Dehiwala,24 Jul  4:13 pm,"Dehiwala, Colombo","22,000,000",Brand New 3 Bedroom Spacious Apartment For Sale in Dehiwala,"Peters Lane, Dehiwala",3,2,"1,305 sqft"
51,"Colombo 03, 3 Bedroom Appartment for Quick Sale",19 Jul  4:22 pm,"Colombo 3, Colombo","29,000,000",3 bed room 4 bathroom (including one servant washroom) 30 feet wide road (Glen Aber place colombo 03) 5 minutes walk to majestic city (mall) Air conditioned Sea view balconyPlease leave a text if no answerContact for more details,Colombo 03,3,4,"1,370 sqft"
52,Colombo 6 - 3 BR Luxury Apartment for Sale,24 Jul  3:35 pm,"Colombo 6, Colombo","31,900,000","👉 3 bedrooms.👉 2 bathrooms.👉 Kitchen with pantry.👉 Balcony.👉 Wonderful lightning.👉 nice ventilation.👉 Ground and first floor car parking with vehicle lift facility.👉 24 hours security.*This is a modern luxury apartment in Colombo 06.* This is Type D apartment it's biggest in all others* Apartment near to the Wellawatta Beach ,Most Famous Schools, Restaurants, Hospitals Hotels, ect* Master Bed rooms are full A/C*All leading banks within a few kilometer radius* Very close proximity to railway stationsWe have plenty of properties in our database that you could be interested. Please do let us know your requirements.✴️easy bank loan facility.✴️UDA and all other obligatory approvals are ready.✴️Hurry up for booking","32),Vivekananda R'd,Colombo 06.",3,2,"1,315 sqft"
53,Colombo 6 - 3 BR Luxury Apartment Sale,24 Jul  3:32 pm,"Colombo 6, Colombo","29,900,000","Address 		                   - 32,Vivekananda Road, Colombo 06Status 	            		   - SaleProperty type   		   - Apartment under Construction.Completion 		           - Dec 2019Asking price     		   - 29.9 Million LKRSqft                   	           - 1,245Deed                 	           - Clear TitleFloor	          	           - 2nd FloorServant room 	 	           - Utility Room yesServant washroom 	           - yesParking 	     	                   - 01 ( on request additional slot – T&C apply)Other			           - Gym, Large pool on Roof Top, Fully Air Conditioned Master Bed Rooms, Highly Residential Area, Fully Secured Place, Peace full Environment and Neighborhood.👉 3 bedrooms.👉 2 bathrooms.👉 Kitchen with pantry.👉 Balcony.👉 Wonderful lightning.👉 nice ventilation.👉 Ground and first floor car parking with vehicle lift facility.👉 24 hours security.*This is a modern luxury apartment in Colombo 06.* This is Type D apartment it's biggest in all others* Apartment near to the Wellawatta Beach ,Most Famous Schools, Restaurants, Hospitals Hotels, ect* Master Bed rooms are full A/C*All leading banks within a few kilometer radius* Very close proximity to railway stationsWe have plenty of properties in our database that you could be interested. Please do let us know your requirements.✴️easy bank loan facility.✴️UDA and all other obligatory approvals are ready.✴️Hurry up for booking","32),Vivekananda Road,Colombo 06.",3,2,"1,245 sqft"
54,Luxury Apartment Dehiwela,24 Jul  2:36 pm,"Dehiwala, Colombo","20,100,000","HURRY UP DISCOUNT AVAILABLE !!!!!! 24 HRS SECURITY COMPLETION DATE 2019 DECEMBER,,,,,,,,,,,,FULLY INSTALLMENT PAYMENT METHOD, FULLY LUXURY TYPE OF APARTMENT, ROOFTOP, GENERATOR, VISITORS LOBBY, CAR PARK, TWO LIFT, AND MORE,,,CALL ,,,,,,,,,,,,,,,,,,,,,","PETERS LANE, DEHIWELA",3,3,"1,340 sqft"
55,Luxury Apartment Dehiwela,24 Jul  2:33 pm,"Dehiwala, Colombo","21,600,000","HURRY UP DISCOUNT AVAILABLE !!!!!! 24 HRS SECURITY COMPLETION DATE 2020 DECEMBER,,,,,,,,,,,,FULLY INSTALLMENT PAYMENT METHOD, FULLY LUXURY TYPE OF APARTMENT, ROOFTOP, GENERATOR, VISITORS LOBBY, CAR PARK, TWO LIFT, MAID ROOM AND BATH, AND MORE,,,CALL ,,,,,,,,,,,,,,,,,,,,,",DE ALWIS PLACE DEHIWELA,3,3,"1,440 sqft"
56,Luxury Apartment for Sale - Dehiwela,12 Jul 12:52 pm,"Dehiwala, Colombo","18,200,000","HURRY UP DISCOUNT AVAILABLE !!!!!! 24 HRS SECURITY COMPLETION DATE 2019 DECEMBER,,,,,,,,,,,,FULLY INSTALLMENT PAYMENT METHOD, FULLY LUXURY TYPE OF APARTMENT, ROOFTOP, GENERATOR, VISITORS LOBBY, CAR PARK, TWO LIFT, AND MORE,,,CALL ,,,,,,,,,,,,,,,,,,,,,","PETERS LANE, DEHIWELA",3,3,"1,250 sqft"
57,3BR Apartment for Sale in Colombo 03,21 Jul 11:04 am,"Colombo 3, Colombo","44,000,000","Convenience with a view! 3 bedrooms, 2 bathrooms, spacious (1635 sqft), 14th floor at St Michaels Apartment Building. Secure and convenient location. Uninterrupted sea and city views. Each room has a balcony. Maid's room, bathroom and laundry area. The apartment comes fully furnished (option). Urgent Sale. Price is negotiable.","Alfred House Gardens, Colombo 03",3,2,"1,635 sqft"
