,0,1,2,3,4,5,6,7,8
10,Brand New Luxury Apartment Rent In Dehiwala,20 Jul  8:49 am,"Dehiwala, Colombo","85,000",3 bedroom 3 bathroom one attached one common one servant large hall modern kitchen floor tiled 9th floor brand new master bedroom with attached bathroom and air condition 6 month advanced agent fee half month,zoo road dehiwala,3,3,"1,200 sqft"
11,Luxury Apartment For Rent In Dehiwala,20 Jul  8:22 am,"Dehiwala, Colombo","76,000",Two large bedroom large hall two bathroom one attach one common two room with air condition balconies fully furnished 4th floor close to to day Bridge college and gateway college 5 month advance agent fee half month,pepiliyana road bellantara,2,2,"1,100 sqft"
12,"A Brand New Apartment for Rent - Dehiwela, Kalubowila",20 Jul  1:58 pm,"Dehiwala, Colombo","80,000","Brand new apartment (5 units)  for rent at 30/64A, De Silva cross road, Kalubowila , Dehiwela  adjoining  Kalubowila teaching Hospital, walking distance to international schools, supermarkets and all lifestyle facilities. Suitable for Doctors, hospital staff, expatriates students. Each unit consist the following....","30/64A, De Silva cross road, Kalubowila , Dehiwela",3,3,8 sqft
13,Furnished Apartment for Rent in Dehiwala,20 Jul  7:39 am,"Dehiwala, Colombo","81,000",3 bedroom 2 bathroom lodge hall modern kitchen fully tiled fully furnished 2room with a/c 3rd floor very close to galle road land side 6 month advanced agent fee half month,Athapattu road dehiwala,3,2,"1,350 sqft"
14,Apartment For Rent in Dehiwala,19 Jul 11:56 am,"Dehiwala, Colombo","70,000","♤Un Furnished Apartment For Rent ☆2 Bed Rooms ☆2 Bath Rooms ☆24rs Sequrity.☆1 Parking.☛85,000 Rs For Maintenance Charge.🏊Swimming Pool Available",Off Marine Drive Dehiwala,2,2,900 sqft
15,3 Bed Rooms Apartment for Rent - Dehiwala,18 Jul  4:59 pm,"Dehiwala, Colombo","89,000","Dehiwala windsor avenue, off Vandorvert place, near to proposed Marine drive, near holy family school, Dehiwala.   FACILITIESThis apartment is built in 2015. On lower floor with beautiful view from the balcony, fully tiled, has three phase electricity supply, pipe borne water supply with hot water facilities & an centralized overhead tank for storage, all of the inner doors & the pantry cupboards are made using quality wood, the outer sliding doors are fitted with Powder coated Aluminum frames, the sitting, dinning & the bed rooms are fitted with imported light fittings, all of the bathrooms are fitted with standard imported sanitary ware & consists of individual shower cubicles & the apartment is fully furnished with quality new furniture & equipped with all electrical appliances. The building consists of many common facilities such as 24 hour security, parking facilities, lift & a standby generator, a common roof terrace area with a magnificent view of the beach & the city.1,550 sq ft3 bed rooms 2 bath room and maid room and toiletLower floor with beautiful view",Span Tower Windsor Avenue,3,2,"1,550 sqft"
16,Fully Furnished Apartment for Rent in Dehiwala,18 Jul 11:46 am,"Dehiwala, Colombo","70,000","3 Bed room fully furnished apartment for rent in  DehiwalaRent : Rs 70,000 per month including maintenance Advance : 6 Months Fully furnished 1300sq feet   3 Bed Room1 Attached bath room 1 Common bath roomLift24 hr security2 Air-conditioner 3rd floor ",Dehiwala,3,2,"1,300 sqft"
17,Apartment for Rent in Dehiwala,17 Jul  6:14 pm,"Dehiwala, Colombo","70,000",♤Second Floor Unit No Lift.☆50mt To Galle Road.☆3 Bed Rooms.☆2 Bath Rooms.,Galle Road Dehiwala,3,2,"1,400 sqft"
18,Apartment for Rent in Dehiwala,17 Jul  6:03 pm,"Dehiwala, Colombo","65,000",♤Un Furnished Apartment For Rent ☆3 Bed Rooms.☆1 Attach 1 Common 1 Servant's Bath     Rooms.☆Kitchen With Pantry.☆Belcony.☆Lift.☆24rs Sequrity.☆1 Parking Area.☆Walking Distance To Galle Road   /Supermarket/Bank/Mosque.,Off Galle Road Dehiwala,3,3,"1,150 sqft"
19,Apartment for rent in Dehiwela,17 Jul  9:17 am,"Dehiwala, Colombo","85,000","*** NO BROKERS*** Unfurnished Apartment For Rent.*** Sea view*** 2 Bed Rooms ( Fully air-condition )*** 2 Bath Rooms ( 1 attached, 1 common bathroom )*** 24 hours Security service*** One Vehicle parking*** Walking distance from Galle road.*** Easy access from Marine Drive*** Prefer for a family or a Couple*** 4-month deposit *** HALF MONTH AGENT FEE",Dehiwela - -Ebenizer place,2,2,900 sqft
20,Apartment for Rent in Dehiwela,16 Jul 10:01 am,"Dehiwala, Colombo","80,000","*** NO BROKERS*** Unfurnished Apartment For Rent.*** 3 Bed Rooms ( 1 air conditions )*** 3 Bath Rooms ( 1 attached, 1 common, 1 Servent bathroom )*** 24 hours Security service*** One Vehicle parking*** Nearby Masjid, Supermarkets Schools, etc...*** Prefer for Locals and Maldivians*** 4-month deposit *** HALF MONTH AGENT FEE",Dehiwela - Cample place,3,3,"1,250 sqft"
21,Luxury Apartment for Rental Fully Furnished Dehiwela,16 Jul 10:09 pm,"Dehiwala, Colombo","90,000",3 bedroom with a/c 2 rooms with sea view2 bathroomsFully furnishedLuxury Apartment6 month advanced3rd floor,"peter lane, dehiwela",3,2,"1,900 sqft"
22,Apartment for rent in Dehiwela,16 Jul  9:41 am,"Dehiwala, Colombo","80,000","*** NO BROKERS*** New Furnished Apartment For Rent.*** 3 Bed Rooms ( 2 air conditions )*** 3 Bath Rooms ( 1 attached, 1 common bathroom )*** 24 hours Security service*** One Vehicle parking*** Walking distance from Galle road.*** Nearby Church, Supermarkets Schools, etc...*** Prefer to Maldivians and locals*** 6-month deposit*** Including the maintenance 80000 *** HALF MONTH AGENT FEE",Dehiwela - Atapattu road,3,2,"1,250 sqft"
23,Fully Furnished Apartment for Rent Dehiwala,16 Jul  7:53 am,"Dehiwala, Colombo","65,000",2nd floor Fully furnished apartment for rent 2 bedrooms 2 bathrooms sqft 1250 a/c hot water monthly rent 65000 advance 4 month half month broker fees please no brokers,waidya road dehiwala,2,2,"1,250 sqft"
24,Brand New Super Luxury Apartment for Rent - Dehiwala,16 Jul  6:04 am,"Dehiwala, Colombo","83,000",3 bedroom 2 bathroom one attach one common large hall modern kitchen fully tiled car park 24 hour security very very close to galle Road and Hospital road two bedroom with air condition hot water 6 month advance agent fee half month,municipal road dehiwala,3,2,"1,500 sqft"
25,Brand New Apartment For Rent In Dehiwela,15 Jul  6:28 pm,"Dehiwala, Colombo","125,000","Situated 100 metres away from Galle Road, on the seaside. Floor area is 1,550 sq.ft. It has 3 bedrooms and 2 bathrooms. Fully furnished with brand new teak furniture. Fully air conditioned. Hot water in both bathrooms. All bedrooms and the living room have balconies with sea views. Has a modern pantry. It includes brand new electrical appliances such as tv, washing machine, fridge, and microwave. Separate maid’s quarters and 1 parking slot available. The apartment complex has a swimming pool, gym, and rooftop terrace. Rental Rs. 125,000 per month.",3,2,"1,550 sqft",
26,3 Bhk Super Luxury Apartment Attached Dehiwala,15 Jul  7:29 am,"Dehiwala, Colombo","168,000",Fully furnished apartment Fully air condition Parking Fifi All kitchen equipment 24 hours security Close to galle Rd,3,3,"1,475 sqft",
27,Luxury Apartment For Rent-Dehiwala,18 Jul  2:58 am,"Dehiwala, Colombo","72,000",Newly built super luxury apartment bordering Wellawatte and Dehiwela : At Ebenezer place,2,2,800 sqft,
28,Luxury Apartment for Rent in Wellawata,14 Jul  8:54 am,"Dehiwala, Colombo","110,000",A luxury apartment for rent in wellawata fedrica road3bed+2bathrooms+servant room and bathroomluxury1700sqft_____________call/smsomix real estateagent fee half month,fedrica road wellawata,3,2,"1,700 sqft"
29,Fully Furnished House for Rent - Dehiwala,13 Jul 10:01 pm,"Dehiwala, Colombo","80,000","Kawdana Road, Dehiwala Ground floor out of 2 floors Attached bathrooms Fully tiled floor Hotwater system A/C Parking available 4 months advance",3,2,"1,700 sqft",
30,2 Room Furnished Rent Dehiwala,13 Jul 10:21 am,"Dehiwala, Colombo","65,000",DehiwalaInitum rd2 room2 bathroomFurnished apartment,2,2,"1,100 sqft",
31,New Apartment for Rent in Dehiwala,13 Jul 10:01 am,"Dehiwala, Colombo","50,000",2 bedroom 1 bathroom hall kitchen fully tiled pantry second floor 24 hour security lift service close to galle and Marin drive six month advance agent fee half month,Ebernazer place dehiwala,2,1,900 sqft
32,Apartment for rent in Dehiwela,13 Jul  9:55 am,"Dehiwala, Colombo","80,000","*** NO BROKERS*** Unfurnished Apartment For Rent.*** 3 Bed Rooms ( 1 air conditions )*** 3 Bath Rooms ( 1 attached, 1 common, 1 Servent bathroom )*** 24 hours Security service*** One Vehicle parking*** Nearby Masjid, Supermarkets Schools, etc...*** Prefer for Locals and Maldivians*** 4-month deposit *** Including the maintenance 80000*** HALF MONTH AGENT FEE",Dehiwela,3,3,"1,250 sqft"
33,3 BR Luxury Apartment in Dehiwala,19 Jul  3:45 pm,"Dehiwala, Colombo","145,000",Filly furnished apartment all room a d hall aircondision 6th floor near senmarice church One car park liftElectricity per unit 50,17b attapattu mawatha dehiwala,3,2,"1,250 sqft"
34,1 Bed Room Apartment - Dehiwala (APT1266),19 Jul  9:24 am,"Dehiwala, Colombo","75,000","Address -34 ebanizer place*Access - Galle Road *Rent - 75000\=*Sqft - 700*Floor- 8*Bedrooms -1*Bathrooms - 1*Servant Room - no*Servant Bathroom - no*Property type - Apartment*Dedicated Entertainment Space for Children/Family on Roof Top.*Surrounded by food,restaurants,markets,cloth shops,jeweller shops,banks,foreign currency exchange centers,cinema theaters,mosques,medical clinics & fashion houses. *Facilities - Parking , Lift , Generator, Hot water,24/h",34 Ebanizer Place Dehiwala,1,1,700 sqft
35,3 Bhk Attached Brand New Apartment,12 Jul  8:15 am,"Dehiwala, Colombo","175,000",Fully furnished apartment 3 attched 3 Bedroom Close to dehiwala Gateway international school Close to Jayasinghe ground,3,3,"1,475 sqft",
36,Apartment For Rent - Dehiwela,12 Jul  3:17 am,"Dehiwala, Colombo","75,000","Fully furnished house available for rent, Dehiwala Rent - Rs75000 /= ",Gall road,3,2,"1,500 sqft"
37,Brand New Unfurnished 3 Bhk Apartment for Rent in Dehiwala,11 Jul  1:42 pm,"Dehiwala, Colombo","80,000",Brand New Unfurnished 3 BHK Apartment For Rent in Dehiwala,"Peters Lane, Dehiwala",3,2,"1,305 sqft"
38,3 Rooms Full Furnished Apartment For Rent in Dehiwala,10 Jul  4:41 pm,"Dehiwala, Colombo","7,000","Rs.7,000/- per Night",Ebenezer Place,3,3,"1,250 sqft"
39,Apartment for Rent in Dehiwala,10 Jul  3:02 pm,"Dehiwala, Colombo","45,000","One bedroom furnished apartment in Dehiwala with a large terrace over landing the sea. In a peaceful & quiet environment. 5 mins walking distance to the beach & 10 mins to the bus stand and supermarkets. Rent Rs 45,000/= per month and 3 months advance",1,1,800 sqft,
40,Furnished Apartment Rent Dehiwala,10 Jul 11:35 am,"Dehiwala, Colombo","100,000","Fully Furnished Apartment Rent in Dehiwala, 3 bedrooms, 3 bath, Rent Rs 100,000/ per month make and earlier appointment",Dehiwala,3,3,"1,350 sqft"
41,Apartment for rent in Dehiwela,10 Jul 10:58 am,"Dehiwala, Colombo","90,000","*** NO BROKERS*** Unfurnished Apartment For Rent.*** 3 Bed Rooms ( 3 air-condition )*** 2 Bath Rooms ( 1 attached, 1 common bathroom )*** 24 hours Security service*** One Vehicle parking*** Walking Distance from Galle road*** Easy access from Marine drive*** Nearby Resturants, Supermarkets Schools, etc...*** 6 Month refundable deposit ( negotiable )*** HALF MONTH AGENT FEE",Dehiwela - Ebenizer place,3,2,"1,260 sqft"
42,3 Bed Rooms with Out Furnished at Dehiwala,19 Jul  3:54 pm,"Dehiwala, Colombo","130,000","COLOMBO APARTMENTS offers Fully Furnished 3Room Apartments for short and extended/long stay. All the Apartments are a Fully Furnished including a Fully Equipped Kitchen.1------------------------------------------------------------------------------------ ■ 3Rooms-1 Attached and 1 Common Bathroom. ■ Living and Dining Area. Fully Air conditioned.■  Wi-Fi, Gas, Water and International TV Channels.■ 24 Hours Security and Parking.■ car park",17b attpattu mawatha dehiwala,3,2,"1,450 sqft"
43,Brand New Apartment in Dehiwala for Rent,10 Jul  9:26 am,"Dehiwala, Colombo","60,000",2 bedroom 2 bathroom hall kitchen fully tiled car park 24 hour security lift service gym swimming pool 3rd floor 6 month advanced agent fee half month,Ebernazer place dehiwala,2,2,950 sqft
44,New Apartment for Rent in Dehiwala,10 Jul  8:29 am,"Dehiwala, Colombo","71,000",2 bed room 3 bathroom servant room with bathroom hall kitchen fully tiled car park lift service 24 hour security close to Galle road and Marine Drive 6 month advance agent fee half month,Ebernazer place dehiwala,2,3,"1,000 sqft"
45,3 Br Apartment for Rent in - Dehiwala, 9 Jul  4:29 pm,"Dehiwala, Colombo","150,000","Spacious, fully furnished apartment available for rent in DehiwalaAir-conditioned rooms with BalconiesIncludes; PEO TV, Refrigerator, Washing Machine, Microwave, Toaster, Rice Cooker and Wi-Fi router.Covered parking, 24/7 Security and Generator.",2nd Lane Dehiwala,3,2,"1,200 sqft"
46,Brand New Apartment For Rent in Dehiwala, 9 Jul  4:02 pm,"Dehiwala, Colombo","80,000",Brand New Apartment For Rent in Dehiwala,"Peters lane, dehiwala",3,2,"1,305 sqft"
47,Apartment in Dehiwala, 9 Jul 12:03 pm,"Dehiwala, Colombo","150,000",Luxury Penthouse Apartments for Rent in DehiwalaTwo Bedrooms & Two BathroomsMaster Bedroom with Jacuzzi Wooden Floor Well Equipped Pantry with Hob / Oven / Microwave / Washing MachineHot Water24 Hours Security One Parking SpaceFully Air Conditioned Cable TV & WiFiBackup Generators 01 km to  Wellawattha Rent Rs 150000 Contact for more details,Sri Saranankara Road - Dehiwala,2,2,"1,420 sqft"
48,Apartment for rent in Dehiwela, 9 Jul 10:46 am,"Dehiwala, Colombo","85,000","*** NO BROKERS*** Unfurnished Apartment For Rent.*** Sea view*** 2 Bed Rooms ( Fully air-condition )*** 2 Bath Rooms ( 1 attached, 1 common bathroom )*** 24 hours Security service*** One Vehicle parking*** Walking distance from Galle road.*** Prefer for a family or a Couple*** 4-month deposit *** HALF MONTH AGENT FEE",Dehiwela,2,2,900 sqft
49,Furnished Apartment for Rent in Dehiwala, 9 Jul  8:44 am,"Dehiwala, Colombo","75,000",♤Fully Furnished Fully Air Condition ☆Second Floor No Lift.☆2 Bed Rooms and 2 Bath Rooms.☆Hot Water.☆Belcony.☆Roof Top.☆CCTV Camera Cystem.☆Very Close To Galle Road/Marine    Drive.,Off Marine Drive Dehiwala,2,2,"1,000 sqft"
50,1 Bed Room Apartment - Dehiwala (apt1020),19 Jul  9:36 am,"Dehiwala, Colombo","75,000","Address -34 ebanizer place*Access - Galle Road *Rent - 75000\=*Sqft - 700*Floor- 8*Bedrooms -1*Bathrooms - 1*Servant Room - no*Servant Bathroom - no*Property type - Apartment*Dedicated Entertainment Space for Children/Family on Roof Top.*Surrounded by food,restaurants,markets,cloth shops,jeweller shops,banks,foreign currency exchange centers,cinema theaters,mosques,medical clinics & fashion houses. *Facilities - Parking , Lift , Generator, Hot water,24/h",34 Ebanizer Place  Dehiwala,1,1,700 sqft
51,Luxury Apartment for Rent - Dehiwela, 8 Jul 10:38 am,"Dehiwala, Colombo","150,000","24 HRS SECURITY, FULLY FURNISHED APARTMENT,  FULLY LUXURY TYPE OF APARTMENT, ROOFTOP, GENERATOR, VISITORS LOBBY, CAR PARK, TWO LIFT, AND MORE,,,CALL ,,,,,,,,,,,,,,,,,,,,,",DE ALWIS PLACE DEHIWELA,3,2,"1,173 sqft"
52,Apartment For Rent in Dehiwala, 8 Jul  7:54 am,"Dehiwala, Colombo","70,000",♤Un Furnished Apartment For Rent ☆2 Bed Rooms.☆2 Bath Rooms.☆Servant's Room and Bath Room.☆Kitchen With Pantry.☆Belcony.☆24rs Sequrity ☆1 Parking.☆Very Close To Galle Road/Marine    Drive.,Dehiwala,2,3,"1,000 sqft"
53,1 Bed Room Apartment - Dehiwala (APT963),19 Jul  9:37 am,"Dehiwala, Colombo","75,000","Address -34 ebanizer place*Access - Galle Road *Rent - 75000\=*Sqft - 700*Floor- 8*Bedrooms -1*Bathrooms - 1*Servant Room - no*Servant Bathroom - no*Property type - Apartment*Dedicated Entertainment Space for Children/Family on Roof Top.*Surrounded by food,restaurants,markets,cloth shops,jeweller shops,banks,foreign currency exchange centers,cinema theaters,mosques,medical clinics & fashion houses. *Facilities - Parking , Lift , Generator, Hot water,24/h",34 Ebanizer Place  Dehiwala,1,1,700 sqft
54,1 Bed Room Apartment - Dehiwala (APT00951),19 Jul  9:42 am,"Dehiwala, Colombo","75,000","Address -34 Ebanizer Place *Access - Galle road*Rent - 75000*Sqft - 700*Floor- 8*Bedrooms -1*Bathrooms - 1*Servant Room - no*Servant Bathroom - no*Property type - Apartment*Dedicated Entertainment Space for Children/Family on Roof Top.*Surrounded by food,restaurants,markets,cloth shops,jeweller shops,banks,foreign currency exchange centers,cinema theaters,mosques,medical clinics & fashion houses. *Refundable Deposit - 1 Month *Advance - 6 Month*Facilities - Parking , Lift , Generator, Hot water,24/h",34 Ebanizer Place Dehiwala,1,1,700 sqft
55,2 Bed Room Apartment (APT00950) - Dehiwala,19 Jul  9:42 am,"Dehiwala, Colombo","90,000","*Access - Galle road*Rent - 90000\=*Sqft - 1000*Floor- *Bedrooms -2*Bathrooms - 2*Servant Room - no*Servant Bathroom - no*Property type - Apartment*Dedicated Entertainment Space for Children/Family on Roof Top.*Surrounded by food,restaurants,markets,cloth shops,jeweller shops,banks,foreign currency exchange centers,cinema theaters,mosques,medical clinics & fashion houses. *Refundable Deposit - 1 Month *Advance - 6 Month*Facilities - Parking , Lift , Generator, Hot water,24/h",Dehiwala,2,2,950 sqft
56,Brand New Apartment with Car Parking - Dehiwala, 7 Jul  8:16 am,"Dehiwala, Colombo","100,000",6month advance car parking,Dehiwala (Alan Avenue),3,3,"2,000 sqft"
57,Apartment Available - Kawdana Road, 6 Jul  3:00 pm,"Dehiwala, Colombo","60,000",Brand new apartment 3 room 3 bathroom 2 attach bathroom1 st floorLiving room Nice kitchenOnly 3 month advance,kawdana road - kawdana road,3,3,"1,500 sqft"
58,Luxury Apartment Available - Dehiwala, 6 Jul  2:53 pm,"Dehiwala, Colombo","150,000",Fully furnished brand new  apartment  available for rent at  DehiwalaRent - Rs150000/= ,alvis place,3,3,"1,800 sqft"
59,Sea view Apartment For Rent - Dehiwala,17 Jul  9:16 pm,"Dehiwala, Colombo","85,000","Located in Ebenezer Place, Dehiwela, bordering Colombo 6 this modern and beautiful apartment is on the 7th floor with a sea and city view. The apartment is only few meters from the sea. Kalubowila Hospital, Dehiwala junction, Dehiwela Zoo, Kohuwala / Nugegoda, and Wellawatte all are five minutes drive.",Ebanzer Place Dehiwala,1,1,950 sqft
60,3 Bed Room Apartment (APT00788) Dehiwala,19 Jul  9:53 am,"Dehiwala, Colombo","105,000","THREE BEDROOM APARTMENT DEHIWALA PETERSON LANE Address: - Northpole Residences, Peterson LaneThis spacious beautiful sea view apartment is located very close to the beach in Peterson Lane, Dehiwela. Its 500 meters from Galle Rd and the Dehiwala Zoo is just 10mins Drive.This modern and spacious apartment consists of 3 Rooms with one attached and one common bathroom, has a large living and dining area, and a fully equipped kitchen. The apartment is Fully Furnished including TV, Washing Machine, Fridge, Ironing, and Microwave. Kitchen is Fully Equipped including Cutleries and Crockeries. Linen also provided------------------------------------------------------------------------------------■ Three Bedroom Apartment. ■ Living and Dining Area. Fully Air conditioned.	■ 24 Hours Security and Parking.	■ Long Term- Rs 105,000+Bill------------------------------------------------------------------------------------Call/Whatsapp/Viber us for more info/to reserve.AKARA APARTMENTS.-Serviced Apartments-Sales & Rental-Property Management.44, Lorenze Rd, COlombo 4.",50 D Peters Lane Dehiwala,3,2,"1,250 sqft"
61,New Apartment for Rent in - Dehiwala,13 Jul  8:39 am,"Dehiwala, Colombo","50,000",2 bedroom 1 bathroom hall kitchen fully tiled pantry second floor 24 hour security lift service close to galle and Marin drive six month advance agent fee half month,Ebernazer place dehiwala,2,1,900 sqft
62,Apartment for Rent in Dehiwala, 5 Jul  3:55 pm,"Dehiwala, Colombo","90,000","Apartment available for rent  kawdana road , DehiwalaRent - Rs90000 /= ",kawdana road,3,3,"2,100 sqft"
63,Apartment for Rent Dehiwala, 5 Jul  3:51 pm,"Dehiwala, Colombo","80,000","Apartment  available for rent  korry  road , DehiwalaRent - Rs80000 /= ",korry road,5,3,"2,000 sqft"
64,Apartment for Rent - Dehiwala, 5 Jul  3:48 pm,"Dehiwala, Colombo","90,000","Fully furnished house available for rent  mihinthu mawatha , DehiwalaRent - Rs90000 /= ",mihinthu mawatha,3,3,"2,000 sqft"
65,Brand New Apartment for Rent - Kalubowila, 5 Jul  1:37 pm,"Dehiwala, Colombo","70,000","Saranankara Road, Kalubowila All the bathrooms are attached Fully tiled A/C Hot water Parking space 6 months advance 100 m to Hejaaz International School",3,3,"1,700 sqft",
66,Apartment for rent in Ebenizer place, 4 Jul  2:58 pm,"Dehiwala, Colombo","81,000","*** NO BROKERS*** Unfurnished Apartment For Rent.*** with Furniture - 125000*** without furniture - 80000*** 3 Bed Rooms ( 2 air-condition )*** 2 Bath Rooms ( 1 attached, 1 common bathroom )*** 24 hours Security service*** One Vehicle parking*** Walking Distance from Galle road*** Easy access from Marine drive*** Nearby Resturants, Supermarkets Schools, etc...*** Prefer for Locals and Maldivians*** 4 Month refundable deposit*** HALF MONTH AGENT FEE",Dehiwela - Ebenizer place,3,2,"1,260 sqft"
67,Apartment for Rent in Dehiwala, 4 Jul  2:43 pm,"Dehiwala, Colombo","85,000","♤Un Furnished Apartment For Rent in    Dehiwala Close Galle Road/Easy    Acses To Marine Drive/Walking    Distance To Supermarket.☆3 Bed Rooms.☆2 Bath Rooms.☆Large Sitting and Dining Area.☆Kitchen With Pantry.☆Belcony.☆Lift.☆24rs Sequrity.🚘1 Parking.📳85,000 Rs Per Month.",Off Galle Road Dehiwala,3,2,"1,500 sqft"
68,3 Room Apartment for Rent in Dehiwela (00530),19 Jul 10:02 am,"Dehiwala, Colombo","105,000","*Address -Allen Avanue Dehiwala*price - 28000000\=*Sqft - 1740*Floor- 6*Bedrooms -3*Bathrooms -3*Servant Room - 01*Servant Bathroom - 01*Property type - Apartment*Dedicated Entertainment Space for Children/Family on Roof Top.*Surrounded by food,restaurants,markets,cloth shops,jeweller shops,banks,foreign currency exchange centers,cinema theaters,mosques,medical clinics & fashion houses. Facilities - Parking , Lift , Generator, Hot water,24/h",50 D Peters Lane Dehiwala,3,2,"1,250 sqft"
69,Apartment for Rent - Dehiwala, 4 Jul 11:30 am,"Dehiwala, Colombo","60,000",Fully furnished house,2,2,950 sqft,
70,2 Bed Room Apartment (APT00511) - Dehiwala,19 Jul 10:02 am,"Dehiwala, Colombo","85,000","Address -winser avanue*Access - Galle road*Rent - 85000*Sqft - 1000*Floor- *Bedrooms -2*Bathrooms - 2*Servant Room - no*Servant Bathroom - no*Property type - Apartment*Dedicated Entertainment Space for Children/Family on Roof Top.*Surrounded by food,restaurants,markets,cloth shops,jeweller shops,banks,foreign currency exchange centers,cinema theaters,mosques,medical clinics & fashion houses. *Refundable Deposit - 1 Month *Advance - 6 Month*Facilities - Parking , Lift , Generator, Hot water,24/h",dehiwala,2,2,950 sqft
71,2 Roomed Upstair annex for Rent in - Dehiwela,18 Jul  1:44 pm,"Dehiwala, Colombo","16,000","2 Rooms, 1 Bathroom annex for Lease. Walking Distance from Dehiwela Junction. only For One or Two Working Men or Boys.",2,1,480 sqft,
