,0,1,2,3,4,5,6,7
39,Land for Sale in Ragama,23 Jul 10:05 am,"Ragama, Gampaha","400,000","21. 8 Perches Land for Sale in Ransiri Mawatha, Ragama. Highly residential area with decent neighborhood. Easy Access to Ragama town, Ragama railway station, bus stand and the General Hospital, Medical Faculty. About 15 minuets to Kadawatha Highways Entrance.",Ransiri Mw,"Commercial, Residential",21.8 perches
40,Land for Sale at Mahabage - Welisara,17 Jun 10:03 am,"Ragama, Gampaha","1,200,000",42 perches land facing Galudupita road at Mahabage - Welisara.800m to Colombo - Negambo road.Rs.1.2 million per perch.Genuine Buyers OnlyNo brokers please.,Galudupita road at Mahabage - Welisara.,Residential,42.0 perches
41,"8.15 Perches Residential Land for Sale in Ragama, Kadawatha Rd.",14 Jun  3:22 pm,"Ragama, Gampaha","450,000","Ragama, Kadawatha road Land for Sale.8.15P Land in  Ragama, Kadawatha Road near Ayurvedha Junction.Ranaviru Devananda Mawatha. ","Ragama, Kadawatha Road, Ranaviru Devananda Mawatha.",Residential,8.15 perches
42,Land for Sale in Batuwatta Ragama,23 Jul  9:25 am,"Ragama, Gampaha","225,000",Good Residential Property in Batuwatta - RagamaLocated in Bulugahagoda Road - Batuwatta,"Bulugahagoda Road - Batuwattha, Ragama","Agricultural, Commercial, Residential, Other",20.0 perches
43,Land For Sale In Ragama,13 Jun  4:22 pm,"Ragama, Gampaha","9,500,000",Ekman  vikunimata ata,ragama,Residential,24.0 perches
44,Residential 10P Land For Sale in Ragama,12 Jun  7:57 pm,"Ragama, Gampaha","6,500,000",Residential 10P Land For Sale in Ragama ------------With  20 feet Road,"Ragama, Army camp RD",Residential,10.0 perches
45,Land & hous for sale In thewaththa palliya Rd Ragama, 9 Jun  5:03 pm,"Ragama, Gampaha","10,800,000",Residential 14.5P Land and hous Sale in Ragama 43 bedrooms 1 bathrooms Living room Dining Room Bathroom tile Bedroom tile------------With  20feet Road,thewaththa palliya Rd Ragama,Residential,14.5 perches
46,Land for Sale in Ragama, 9 Jun 12:38 pm,"Ragama, Gampaha","550,000","land for sale in Wellington park, Ragama, flat square block, close to Nawaloka junction Mahabage road, Linton road Nagoda Kandana, Peralanda road Ragama, decent nabourhood",'Wellington Park' Ragama,Residential,11.0 perches
47,Lands for Sale - Ragama, 3 Jul 12:24 pm,"Ragama, Gampaha","380,000","6.5 Perch7.5 Perch8 PerchRemaining 3 blocks only3Km to Kadawatha Highway entrance2Km to Ragam town (Hospitals, Railway station and etc...)","Prison road, Delpe Junction, Ragama",Residential,21.5 perches
48,Land for Sale in Ragama (Peralanda), 8 Jun 12:06 pm,"Ragama, Gampaha","290,000","30 perches land Electricity / Water available,Newly carpet roadEasy to access buses/trains and main road1.5 KM to Kandana town and 2 KM to Ragama town1 KM distance to the De Mazenod CollegeIdeal for a parking lorries and buses and Commercial purpose and etc.Rs.290000/- per perch",Ragama/ Peralanda (Opposite to Church and School),"Commercial, Residential",30.0 perches
49,Land for Sale - Ragama, 4 Jun  1:10 pm,"Ragama, Gampaha","350,000",රාගම ඉහලගම පර්චස් 13.4 ඉඩම විකිනිකමට ඇත .නිරවුල් ඔප්පු .රාගමට 1km තේවත්ත පල්ලියට 500m නල ජලය හා විදුලිය ඇත,Ragama,"Commercial, Residential",13.4 perches
