,0,1,2,3,4,5,6,7
10,Shop For Lease Bandaragama, 8 Jul  2:16 pm,"Bandaragama, Kalutara","13,000","Shop in front of, Bandaragama Kasbawe Main road. Stability for show room/ store, work shop or any other individual business. Enough car parking. Separate wash room. 275 Sqpt.",Shop,"No, 58, Gammampila Bandaragama. 162 Kasbawa Main Rd.",275 sqft
11,Commercial Building For Rent in Panadura, 6 Jul  4:54 pm,"Panadura, Kalutara","75,000",Commercial Building For Rent Or Lease in Panadura,Building,Panadura,"1,600 sqft"
12,Building for Rent in Ingiriya Town, 5 Jul  7:39 pm,"Ingiriya, Kalutara","80,000","ඉංගිරිය ගාමිණී විද්‍යාලය ඉදිරිපිට රත්නපුර - පානදුර ප්‍රධාන මාර්ගයට මුහුණලා ඇති ගොඩනැගිල්ල කුලියට හෝ බද්දට.......වාහන නැවතීමේ පහසුකම්......බැංකුවකට, සුපිරි වෙළඳ සැලකට,  ප්‍රදර්ශනාගාරයකට වඩාත් සුදුසුයි......",Building,"Panadura road, Ingiriya","1,300 sqft"
13,Commercial Building for Rent in - Panadura, 5 Jul  2:28 pm,"Panadura, Kalutara","80,000",4 store Commercial Building available for Rent/Lease in the High Commercial Area in Center of Panadura Town Each Floor (1300sqft)Separate Entrances for Upper Floors Fully tiled floors and Tempered glass with all facilitiesSuitable for any commercial PaupersContact for more details,Building,"20, Station Road, Panadura","1,300 sqft"
14,Small Building for Rent in Panadura, 7 Jul  2:25 pm,"Panadura, Kalutara","50,000","Small shop or office type building facing exactly Galle Road with limited parking, ideal for a small showroom",Shop,"1,300 sqft",
15,Shop for Rent in Panadura, 2 Jul  3:09 pm,"Panadura, Kalutara","55,000","පානදුර නගර මධ්‍යයේ පිගිටා ඇති අතර,ඉදිරි පසින් ශාන්ත අන්තෝනී බාලිකා පාසලද,දෙපස හා පිටුපස උසස් අද්‍යාපන අයනතන 4ක්ද තිබේ,මෙයා ඔනෑම ආකාරය වයාපාර කටයුත්තක් සදහා යෝග්‍ය වේ....",Shop,"NO21 GRACE PIRIS RD,PANADURA","1,360 sqft"
16,Rent Shop ( upstair) in Wadduwa, 1 Jul  7:10 pm,"Wadduwa, Kalutara","30,000","# situated in thalpitiya daladawatta junction , in front of the certis lanka office in thalpitiya # the shop is more suitable for communication , pharmacy , supplement shop or such other business # separate wash room# for more information , please contact owner",Shop,"Thalpitiya Junction , Wadduwa",400 sqft
17,Building for Rent in Bandaragama, 1 Jul 10:15 am,"Bandaragama, Kalutara","110,000","බණ්ඩාරගම නගරයේ දෙමහල් සහ සිව්මහල් ගොඩනැගිලි ව.අ. 4000, 8000 සහ 13000කුළිය මාසිකව 110000/=ප්‍රදර්ශනාගාරකාර්යාලගා‍ර්මන්ට් කර්මාන්ත තොග ගබඩා සදහා වඩාත් සුදුසුයි.අධිවේගී මාර්ගයට 750mParking - වාහන 12 නවතා තැබීමේ පහසුව.",Building,Bandaragama,"13,000 sqft"
18,Commercial Property for Rent in Panadura,28 Jun  3:05 pm,"Panadura, Kalutara","80,000",21 perch land with 2000 sqft house for rentSuitable for warehouse/storage/officeA large amano roofing shed with parking facility for 14& 1/2 ft six lorriesAdjoining to newly built two stories house which can be use as a warehouse or officeCCTV camera install 20ft wide road and walking distance to panadura hospital junction20ft truck can access to premisesNewly built two separate rooms for accomodation also availableOffice space available with furniture Safe environment,Warehouse / Storage,"2,000 sqft",
19,Rent Shop in Panadura,28 Jun  1:20 pm,"Panadura, Kalutara","45,000","# situated in panadura # we are  looking for doctor , beautician , bank , finance ,pastry shop or company etc..# parking space is also available for 4 vehicles # rental Rs 45000/= per month and key money for 1 year# if need extra space in first floor, can build up with   extra key money",Shop,"No. 93, 7th cross road  , panadura",520 sqft
20,කඩ කාමර බදු දීමට - හොරණ,26 Jun 10:34 am,"Horana, Kalutara","30,000",හොරණ සුදෙරිස් සිල්වා මාවතේ පිහිටි සියලු පහසුකම් වලින් සම්පුර්ණ කඩ කාමර 3ක් බදු දීමට ඇත.වර්ග අඩි 500 පමණ ඇත. වෙන වෙනම විදුලි මීටර් හා ජල මීටර් දමා ඇත. කඩ කාමර සදහා වෙන වෙනම  attached bathroom ඇත. සම්පුර්ණයෙන් ටයිල් කර ඇත.පළමු මහලේ කඩකාමර 01දෙවන මහලේ කඩ කාමර 02 (කාර්යාලයකට වඩාත් සුදුසුයි.)කඩ කාමර සදහා මාසික වාරිකය පැමිණ බලා සාකච්චා කරගත හැක.,Building,හොරණ සුදෙරිස් සිල්වා  මාවත,500 sqft
21,ව්‍යාපාරික ස්ථානයක් බද්දට දීමට - කලුතර,24 Jun  2:00 pm,"Kalutara, Kalutara","45,000",යටදොල හන්දිය ආසන්නයේ වර්ග අඩි 1700 ප්‍රමාණයකින් යුත් ව්‍යාපරික ස්ථානය බදු දීමට ඇත.විදුලිය හා නල ජලය සහිතයිස්වයංක්‍රීයව ක්‍රියාකල හැකි දොරවල් යොදා ඇත.,Building,යටදොල හන්දිය,"1,200 sqft"
22,Building For Lease - Bandaragama,22 Jun 12:01 pm,"Bandaragama, Kalutara","100,000",වෙළද ගොඩනැගිල්ල බදු දීමට (බණ්ඩාරගම සතොස අසල),Building,"Janadipathi Mawatha,Bandaragama","1,700 sqft"
23,කඩ කාමරයක් බදු දීමට ඇත පානදුර,22 Jun  9:42 am,"Panadura, Kalutara","25,000",පානදුර එළුවිල හොරණ පාරට මුහුණලා ජනාකීර්ණ ප්‍රදේශයක පිහිටි බිම් මහලේ කඩ කාමර 2 ක් හා දෙවන මහල බදු දීමට ඇත. සනීපාරක්ෂක සහසුකම් සහිතයි (ඕනෑම ව්‍යාපාරයක් සඳහා සුදුසුයි),Building,"Horana Rd, Eluwila, panadura","1,300 sqft"
24,Building for rent in Horana,21 Jun 10:57 am,"Horana, Kalutara","65,000","හොරණ රෝහල ඉදිරිපිට අංග සම්පූර්ණ ව්‍යාපාරික ගොඩනැඟිල්ල ව.අ. 2000 බදු දීමට තිබේ. ෆාමසි, ඇස් කණ්ණාඩි සාප්පු, චැනල් වෛද්‍ය සේවා ආයතන සඳහා වඩාත් සුදුසුයි.",Other,Horana,"2,000 sqft"
25,Four story Building for Rent In Wadduwa,20 Jun  4:38 pm,"Wadduwa, Kalutara","200,000","4 storey building for rent/lease or sale at Galle road, Wadduwa town.About 2,000 sqr ft in each floor.3 stories for commercial purposes and upper floor has 2 houses.",Building,"7,500 sqft",
26,Building for Rent in Ingiriya,15 Jun  1:54 pm,"Ingiriya, Kalutara","200,000",රත්නපුර - පානදුර ප්‍රධාන මාර්ගයට මුහුණලා ඇති තෙමහල් ගොඩනැගිල්ල බදු දීමට තිබේ......ඉංගිරිය නගරයේ සිට හොරණ දෙසට 1km යි.යෝජිත රත්නපුර කොළඹ අධිවේගී මාර්ග පිවිසුමට මීටර 500.පාරට මුහුණත අඩි 35.තෙකලා විදුලියනල ජල පහසුකම්රථ ගාල් කිරීමේ පහසුකම්,Building,Ingiriya,"1,494 sqft"
27,Building for Rent Bandaragama,15 Jun  2:40 pm,"Bandaragama, Kalutara","65,000","බණ්ඩාරගම වීදියගොඩ හන්දියේ ගෝනපල පාරට මුණලා තෙමහල් ගොඩනැගිල්ල දෙවන සහ තෙවන මහල බද්දටමාසික කුළිය 65000/=ගබඩාවකට, බැන්කුවකට, හෝටලයකට හෝ ව්‍යාපාරයකට වඩාත් සුදුසුයි.",Building,Weediyagoda Bandaragama,"4,200 sqft"
28,Restaurent for Rent in Kalutara, 3 Jul  6:53 am,"Kalutara, Kalutara","60,000","කළුතර කටුකුරුන්දේ ආපන ශාලාවක් බදු දීමට✔ කීල්ස් සුපර් සෙන්ටර් අසල ...✔ ගාලු පාරට මුහුණලා ...✔ ජල, විදුලිය සහිතයි.✔ දැනට පවත්වාගෙන යන ව්‍යාපාරය✔ නාන කාමරයක් සහිතයි.✔ හයිෆ්‍රෙෂර් ලිප් - 2    ✔ ඩිෆ්‍රීෂර් - 1✔ බෙම්මාරි - 1 ( හොට් කබඩ් )✔ සුදු යකඩ කබඩ් - 1    ✔ ඩබල් සින්ක්✔ කෑශ් ටේබල්✔ මේස, පුටු ඇතුළු රෙස්ටොරන්ට් එකකට අවශ්‍ය සියළු භාණ්ඩ සමග ...✔ වැඩි විස්තර සඳහා අමතන්න.📱 ☎️Restaurent for rent in Kalutara✔ kalutara - Katukurunda✔ Near Keells Super Center✔ Facing to Galle Road ...✔ Water     ✔ Electricity✔ Bathroom - 1✔ With all restaurent equipments ...✔ Restaurent, Kalutara, Commercial property✔ Rent, ✔ Contact for more details 📱 ☎️● ●● ●● ●● ● ● ●● ●● ●● ● ● ●● ●● ●● ●😁😁😁😁ඔබගේ දැන්වීම ගුණාත්මක භාවයෙන් යුක්තව ikman.lk වෙබ් අඩවියෙහිපල කරවා ගැනීමට අප සමග සම්බන්ධ වන්න.- විශ්වාසදායී සේවය- ඔබ කොතැන සිටියත් ඔබේ දැන්වීම පල කර ගැනීමේ හැකියාවඅප මගින් ඔබගේ දැන්වීම ඉතා ඉක්මණින් හා ගුණාත්මක භාවයෙන් යුතුව , සිංහල හෝ ඉංග්‍රිසි භාෂා වලින් පළ කර ගැනීමට අපව අමතන්න.Sanokma Mobile ( Viber / imo/ whatsapp )Ikman.lk බලය ලත් නියෝජිතඅපගේ විශ්වාසනීය බව තහවුරු කර ගැනීමට මෙම වෙබ් ලිපිනයෙන් පිවිසෙන්න.https://ikman.lk/en/shops/sellfast-sanokma",Restaurant,"Galle Road, Katukurunda, Kalutara",250 sqft
29,Garment Factory for Sale,20 Jul  8:39 am,"Horana, Kalutara","2,850,000",Hand over with currently processing buyers & orders,Factory / Workshop,"48,000 sqft",
30,Building for Rent Wadduwa,23 May 11:36 am,"Wadduwa, Kalutara","45,000",Commercial Building for rent ,Building,"Molligoda Junction , Wadduwa","2,400 sqft"
31,Building (2nd floor) for rent - Horana, 6 Jun 10:08 am,"Horana, Kalutara","100,000",දිවයිනේ ජනාකීර්ණ නගරයක් වන හොරණ නගරයේ රත්නපුර පානදුර ප්‍රධාන පාරට මුහුණලා පිිහිටා ඇති ගොඩනැගිල්ලක 2වෙනි මහල කුලිියට හෝ බදු දීමටට ඇත. මෙම ගොඩනැගිල්ලෙහි බිම් මහල සහ පළමු මහල පීපල්්ස් ලීසිං සමාගම විසින් බදු ගෙන ඇත.,Building,Peoples' Leasing Building Horana,"3,000 sqft"
32,Commercial Property for Rent-Panadura, 3 Jun  6:24 pm,"Panadura, Kalutara","30,000","Newly built Commercial property for rent in an excellent location Thalpitiya (2 KM TO PANADURA Town,1 KM to WADDUWA town) with a floor area of New tiled 400 sqft with three phase",Shop,"162/1,Liyan Silva Road,Thalpitiya North,Panadura",400 sqft
33,Commercial Building for Let or Lease - Kaluthara, 6 Jun  5:14 pm,"Kalutara, Kalutara","200,000","3 storey Commercial Building in the heart of Kaluthara South town for Let or Lease.. surrounds by BOC, Arpico.NDB,NSB And all other Leading Banks ,AG office.call",Building,No 240 Main street Kaluthara south,"2,250 sqft"
34,Shop with Office Rent - Warakagoda.,26 Jun  2:31 pm,"Matugama, Kalutara","35,000","2 floors in a 3 story commercial property are available for rent/lease in Warakagoda. Ground floor with floor area 600sqft - Rs.35,000.002nd floor with floor area  600sqft - Rs.30,000.00 & 300sqft - Rs.15,000.00Can be used for any commercial purpose. ( office/shop/ warehouse)* Water & Electricity *CCTV security *Parking available *Washroom",Shop,"Matugama, Neboda Road, Warakagoda( temple junction)","1,500 sqft"
35,Building with House for Rent in Ingiriya Town, 2 Jun  9:46 pm,"Ingiriya, Kalutara","60,000",රත්නපුර - පානදුර ප්‍රධාන මාර්ගයට මුහුණලා ඇති කඩකාමර සහ නිවස සහිත ගොඩනැගිල්ල බදු දීමට ඇත......ප්‍රාදේශීය ලේකම් කාර්යාලීය හන්දියේ පිහිටා ඇත.,Building,"පානදුර පාර,ඉංගිරිය.","2,200 sqft"
36,New Office Building with Lift for Rent - Kalutara,27 May  1:55 pm,"Kalutara, Kalutara","250,000",Located in the Heart of Kalutara town.In between Lanka Sathosa and Kalutara main Market Complex with 100mini shops.Upcoming new Commercials office building with many facilities ,Building,51/Goods Shed Road Kalutara South,"2,800 sqft"
37,ගෝනපොළ කඩ කාමරයක් බදු දීමට,25 May 12:20 pm,"Horana, Kalutara","27,500","ගෝනපොළ, කෝරළඉම තෙල් පිරවුම් හල අසල, 120 හොරණ , කොළඹ බස් පාරට මුහුණළා කඩ කාමර දෙකක් බදු දීමට ඇත. දිගඅඩි 18යි, පළල අඩි 11යි. කීමනි එකක් සඳහා රු. 250,000.00යි.ඕනෑම ව්‍යාපාරයක් සඳහා සුදුසුයි.",Restaurant,"කෝරළඉම, ගෝනපොළ",396 sqft
38,Building for Rent Wadduwa,23 May 11:36 am,"Wadduwa, Kalutara","45,000",Commercial Building for rent ,Building,"Molligoda Junction , Wadduwa","2,400 sqft"
